SysOrderId,InstrumentId,UserId,FrontId,Timestamp,LocalTime,InsertLocalTime,Buy,OrderPrice,OrderVol,FirstTradeLocalTime,LastTradeLocalTime,TradeVol,AverageTradePrice,Tick2Trade,Tick2Recv,Order2Ack,Order2FrontAck
10142114#52137,128015.SZ,Oes000000000,-1,'14:28:31.130','20221201 14:28:27.063283567','20221201 14:28:27.063293520',1,131.210000,650,'20221201 14:28:27.067704798','20221201 14:28:27.067704798',150,131.210000,9953,429,2625978,-1
10142115#52138,128015.SZ,Oes000000000,-1,'14:28:31.130','20221201 14:28:27.068550189','20221201 14:28:27.068563211',1,131.248000,850,'20221201 14:28:27.070969490','20221201 14:28:27.071207566',850,131.248000,13022,660,2369709,-1
10142116#52139,128015.SZ,Oes000000000,-1,'14:28:31.140','20221201 14:28:27.071773043','20221201 14:28:27.071783091',1,131.249000,140,'20221201 14:28:27.074080483','20221201 14:28:27.074080483',140,131.249000,10048,593,2172159,-1
10142118#52140,128015.SZ,Oes000000000,-1,'14:28:31.310','20221201 14:28:27.243457733','20221201 14:28:27.243473568',1,131.280000,870,'20221201 14:28:27.245902478','20221201 14:28:27.245902478',870,131.280000,15835,542,2377475,-1
10142119#52141,128015.SZ,Oes000000000,-1,'14:28:31.310','20221201 14:28:27.246679119','20221201 14:28:27.246691710',1,131.300000,220,'20221201 14:28:27.249084474','20221201 14:28:27.249109670',220,131.300000,12591,513,2342589,-1
10142130#52147,128015.SZ,Oes000000000,-1,'14:28:35.550','20221201 14:28:31.482858785','20221201 14:28:31.482878556',0,131.210000,60,'','',0,0.000000,19771,709,3628372,-1
10142131#52148,128015.SZ,Oes000000000,-1,'14:28:35.550','20221201 14:28:31.483866933','20221201 14:28:31.483879336',0,131.210000,60,'','',0,0.000000,12403,597,3466502,-1
10142133#52149,128015.SZ,Oes000000000,-1,'14:28:36.300','20221201 14:28:32.232245823','20221201 14:28:32.232276883',0,131.185000,80,'','',0,0.000000,31060,601,3378586,-1
10142134#52150,128015.SZ,Oes000000000,-1,'14:28:36.300','20221201 14:28:32.232258892','20221201 14:28:32.232301023',0,131.185000,80,'','',0,0.000000,42131,28549,3387509,-1
10142135#52151,128015.SZ,Oes000000000,-1,'14:28:36.300','20221201 14:28:32.232281552','20221201 14:28:32.232311723',0,131.185000,80,'','',0,0.000000,30171,21050,3482738,-1
10142140#52152,128015.SZ,Oes000000000,-1,'14:28:37.460','20221201 14:28:33.398611601','20221201 14:28:33.398647840',0,131.100000,340,'','',0,0.000000,36239,592,3568243,-1
10142142#52153,128015.SZ,Oes000000000,-1,'14:28:37.620','20221201 14:28:33.550949898','20221201 14:28:33.550963584',1,131.200000,270,'20221201 14:28:33.553344332','20221201 14:28:33.553393801',180,131.200000,13686,513,2343645,-1
10142144#52154,128015.SZ,Oes000000000,-1,'14:28:38.260','20221201 14:28:34.194827027','20221201 14:28:34.194841010',0,131.179000,30,'','',0,0.000000,13983,692,3525466,-1
10142146#52155,128015.SZ,Oes000000000,-1,'14:28:38.390','20221201 14:28:34.321773552','20221201 14:28:34.321788504',0,131.159000,110,'','',0,0.000000,14952,726,3378609,-1
10142150#52157,128015.SZ,Oes000000000,-1,'14:28:39.310','20221201 14:28:35.242172256','20221201 14:28:35.242186864',0,131.179000,20,'','',0,0.000000,14608,578,3396178,-1
10142153#52159,128015.SZ,Oes000000000,-1,'14:28:39.740','20221201 14:28:35.669218736','20221201 14:28:35.669231666',0,131.073000,1570,'20221201 14:28:35.704841978','20221201 14:28:35.704841978',520,131.073000,12930,470,3436161,-1
10142154#52160,128015.SZ,Oes000000000,-1,'14:28:39.740','20221201 14:28:35.669340357','20221201 14:28:35.669350293',0,131.073000,1120,'','',0,0.000000,9936,541,3453342,-1
10142155#52161,128015.SZ,Oes000000000,-1,'14:28:39.740','20221201 14:28:35.669392727','20221201 14:28:35.669402812',0,131.073000,1020,'','',0,0.000000,10085,620,3465965,-1
10142156#52162,128015.SZ,Oes000000000,-1,'14:28:39.740','20221201 14:28:35.672840755','20221201 14:28:35.672849858',0,131.073000,1000,'','',0,0.000000,9103,583,3429785,-1
10142161#52163,128015.SZ,Oes000000000,-1,'14:28:41.060','20221201 14:28:36.992513525','20221201 14:28:36.992535321',0,130.942000,50,'20221201 14:28:37.497573982','20221201 14:28:37.497573982',50,130.942000,21796,707,3450288,-1
10142168#52168,128015.SZ,Oes000000000,-1,'14:28:45.330','20221201 14:28:41.262775402','20221201 14:28:41.262791602',1,131.078000,660,'20221201 14:28:41.265306386','20221201 14:28:41.275729675',460,131.078000,16200,630,2470654,-1
10142170#52169,128015.SZ,Oes000000000,-1,'14:28:46.590','20221201 14:28:42.523077150','20221201 14:28:42.523112935',1,131.020000,200,'','',0,0.000000,35785,694,2628058,-1
10142172#52170,128015.SZ,Oes000000000,-1,'14:28:46.720','20221201 14:28:42.657446036','20221201 14:28:42.657461975',0,131.017000,10,'','',0,0.000000,15939,551,3543184,-1
10142173#52171,128015.SZ,Oes000000000,-1,'14:28:46.720','20221201 14:28:42.657521795','20221201 14:28:42.657532316',0,131.017000,10,'','',0,0.000000,10521,556,3512026,-1
10142174#52172,128015.SZ,Oes000000000,-1,'14:28:46.720','20221201 14:28:42.657744062','20221201 14:28:42.657752981',0,131.017000,10,'','',0,0.000000,8919,590,3396698,-1
10142175#52173,128015.SZ,Oes000000000,-1,'14:28:46.730','20221201 14:28:42.661528455','20221201 14:28:42.661537309',0,131.003000,360,'','',0,0.000000,8854,606,3480993,-1
10142176#52174,128015.SZ,Oes000000000,-1,'14:28:46.730','20221201 14:28:42.661826946','20221201 14:28:42.661836702',0,131.000000,580,'','',0,0.000000,9756,561,3530023,-1
10142177#52175,128015.SZ,Oes000000000,-1,'14:28:46.730','20221201 14:28:42.661883193','20221201 14:28:42.661893437',0,131.000000,580,'','',0,0.000000,10244,675,3497300,-1
10142185#52177,128015.SZ,Oes000000000,-1,'14:28:48.490','20221201 14:28:44.427914693','20221201 14:28:44.427946574',0,130.824000,30,'20221201 14:28:44.431456807','20221201 14:28:44.431456807',30,130.824000,31881,720,3474553,-1
10142220#52196,128015.SZ,Oes000000000,-1,'14:28:52.160','20221201 14:28:48.095553404','20221201 14:28:48.095573251',1,131.000000,230,'20221201 14:28:48.098430291','20221201 14:28:48.098430291',230,131.000000,19847,640,2833442,-1
10142225#52201,128015.SZ,Oes000000000,-1,'14:28:54.280','20221201 14:28:50.215677247','20221201 14:28:50.215718025',0,131.100000,260,'','',0,0.000000,40778,685,3511001,-1
10142226#52202,128015.SZ,Oes000000000,-1,'14:28:54.280','20221201 14:28:50.215717638','20221201 14:28:50.215744531',0,131.100000,260,'','',0,0.000000,26893,11847,3520710,-1
10142227#52203,128015.SZ,Oes000000000,-1,'14:28:54.280','20221201 14:28:50.215730792','20221201 14:28:50.215756161',0,131.100000,260,'','',0,0.000000,25369,15087,3603721,-1
10142228#52204,128015.SZ,Oes000000000,-1,'14:28:54.280','20221201 14:28:50.215781782','20221201 14:28:50.215791993',0,131.100000,260,'','',0,0.000000,10211,531,3568133,-1
10142229#52205,128015.SZ,Oes000000000,-1,'14:28:54.280','20221201 14:28:50.215794383','20221201 14:28:50.215804073',0,131.100000,260,'','',0,0.000000,9690,619,3556236,-1
10142251#52212,123057.SZ,Oes000000000,-1,'14:28:58.260','20221201 14:28:54.192613205','20221201 14:28:54.192626240',0,236.000000,10,'','',0,0.000000,13035,516,3429962,-1
10142254#52214,128015.SZ,Oes000000000,-1,'14:29:00.410','20221201 14:28:56.343340192','20221201 14:28:56.343362546',0,131.130000,230,'20221201 14:28:56.346881102','20221201 14:28:56.346881102',230,131.130000,22354,577,3487539,-1
10142255#52215,128015.SZ,Oes000000000,-1,'14:29:01.090','20221201 14:28:57.021899374','20221201 14:28:57.021916007',0,131.120000,140,'20221201 14:28:57.025258448','20221201 14:28:57.025258448',140,131.120000,16633,670,3307232,-1
10142258#52217,128015.SZ,Oes000000000,-1,'14:29:01.200','20221201 14:28:57.136225068','20221201 14:28:57.136237413',0,131.106000,80,'20221201 14:28:57.140475256','20221201 14:28:57.140475256',80,131.106000,12345,585,4202957,-1
10142259#52218,128015.SZ,Oes000000000,-1,'14:29:01.210','20221201 14:28:57.141332468','20221201 14:28:57.141347212',0,131.105000,1090,'20221201 14:28:57.144707686','20221201 14:28:57.144783781',1090,131.105000,14744,605,3318903,-1
10142260#52219,128015.SZ,Oes000000000,-1,'14:29:01.210','20221201 14:28:57.145425531','20221201 14:28:57.145443673',0,131.090000,300,'20221201 14:28:57.148932991','20221201 14:28:57.148966544',300,131.090000,18142,685,3449328,-1
10142261#52220,128015.SZ,Oes000000000,-1,'14:29:01.290','20221201 14:28:57.220301421','20221201 14:28:57.220323916',0,131.100000,340,'20221201 14:28:57.223856115','20221201 14:28:57.223856115',340,131.100000,22495,1130,3496405,-1
10142262#52221,128015.SZ,Oes000000000,-1,'14:29:01.510','20221201 14:28:57.442362854','20221201 14:28:57.442378812',0,131.105000,370,'20221201 14:28:57.445893771','20221201 14:28:57.446019790',370,131.106270,15958,785,3488324,-1
10142263#52222,128015.SZ,Oes000000000,-1,'14:29:01.630','20221201 14:28:57.560499942','20221201 14:28:57.560512687',0,131.105000,1420,'20221201 14:28:57.563892048','20221201 14:28:57.563892048',1330,131.105000,12745,566,3331236,-1
10142264#52223,128015.SZ,Oes000000000,-1,'14:29:01.630','20221201 14:28:57.560721155','20221201 14:28:57.560730176',0,131.105000,830,'','',0,0.000000,9021,542,3195196,-1
10142273#52227,128015.SZ,Oes000000000,-1,'14:29:03.000','20221201 14:28:58.934700404','20221201 14:28:58.934780158',0,131.011000,140,'20221201 14:28:58.938304438','20221201 14:28:58.938304438',140,131.011000,79754,529,3479770,-1
10142274#52228,128015.SZ,Oes000000000,-1,'14:29:03.010','20221201 14:28:58.938988245','20221201 14:28:58.939002717',0,131.010000,780,'20221201 14:28:58.942389207','20221201 14:28:58.942389207',780,131.010000,14472,701,3333149,-1
10142317#52252,128015.SZ,Oes000000000,-1,'14:29:22.550','20221201 14:29:18.483851528','20221201 14:29:18.483880673',1,129.880000,80,'','',0,0.000000,29145,517,2522063,-1
10142374#52287,128015.SZ,Oes000000000,-1,'14:29:51.740','20221201 14:29:47.664571250','20221201 14:29:47.664588538',1,129.700000,1870,'20221201 14:29:47.667281822','20221201 14:29:47.667540485',1000,129.700000,17288,564,2654074,-1
10142375#52288,128015.SZ,Oes000000000,-1,'14:29:51.740','20221201 14:29:47.667745205','20221201 14:29:47.667757897',1,129.700000,1000,'','',0,0.000000,12692,676,2370236,-1
10142376#52289,128015.SZ,Oes000000000,-1,'14:29:51.740','20221201 14:29:47.667779437','20221201 14:29:47.667789139',1,129.703000,100,'','',0,0.000000,9702,443,2390271,-1
10142378#52290,128015.SZ,Oes000000000,-1,'14:29:51.750','20221201 14:29:47.671727609','20221201 14:29:47.671738477',1,129.712000,690,'','',0,0.000000,10868,553,2843484,-1
10142428#52316,128015.SZ,Oes000000000,-1,'14:29:58.720','20221201 14:29:54.650968204','20221201 14:29:54.650988168',0,129.800000,90,'20221201 14:29:54.654544988','20221201 14:29:54.654568867',90,129.800333,19964,5918,3506531,-1
10142465#52337,128015.SZ,Oes000000000,-1,'14:30:05.730','20221201 14:30:01.658374567','20221201 14:30:01.658399881',0,129.978000,10,'','',0,0.000000,25314,778,3353138,-1
10142467#52338,128015.SZ,Oes000000000,-1,'14:30:05.800','20221201 14:30:01.728179681','20221201 14:30:01.728197824',0,129.879000,50,'20221201 14:30:01.731640950','20221201 14:30:01.731640950',50,129.879000,18143,519,3413289,-1
10142468#52339,128015.SZ,Oes000000000,-1,'14:30:05.810','20221201 14:30:01.732303768','20221201 14:30:01.732315464',0,129.873000,40,'20221201 14:30:01.735554089','20221201 14:30:01.735554089',40,129.873000,11696,562,3196548,-1
10142473#52342,128015.SZ,Oes000000000,-1,'14:30:06.920','20221201 14:30:02.848518577','20221201 14:30:02.848534261',0,129.762000,820,'20221201 14:30:02.851956026','20221201 14:30:02.851956026',820,129.762000,15684,614,3344937,-1
10142549#52388,128015.SZ,Oes000000000,-1,'14:30:21.700','20221201 14:30:17.619675729','20221201 14:30:17.619696468',1,129.778000,460,'','',0,0.000000,20739,674,3177557,-1
10142551#52389,128015.SZ,Oes000000000,-1,'14:30:21.700','20221201 14:30:17.624563747','20221201 14:30:17.624578532',1,129.800000,1460,'20221201 14:30:17.626968557','20221201 14:30:17.627057173',1350,129.800000,14785,475,2355625,-1
10142554#52391,128015.SZ,Oes000000000,-1,'14:30:22.520','20221201 14:30:18.446253656','20221201 14:30:18.446293850',1,129.730000,250,'','',0,0.000000,40194,14880,2463321,-1
10142555#52392,128015.SZ,Oes000000000,-1,'14:30:22.520','20221201 14:30:18.446266452','20221201 14:30:18.446315343',1,129.730000,250,'','',0,0.000000,48891,34266,2527750,-1
10142556#52393,128015.SZ,Oes000000000,-1,'14:30:22.520','20221201 14:30:18.446333875','20221201 14:30:18.446345758',1,129.730000,250,'','',0,0.000000,11883,554,2532332,-1
10142557#52394,128015.SZ,Oes000000000,-1,'14:30:22.520','20221201 14:30:18.446391928','20221201 14:30:18.446401702',1,129.730000,250,'','',0,0.000000,9774,682,3472081,-1
10142558#52395,128015.SZ,Oes000000000,-1,'14:30:22.520','20221201 14:30:18.446413675','20221201 14:30:18.446422982',1,129.730000,250,'','',0,0.000000,9307,625,3495597,-1
10142580#52406,128015.SZ,Oes000000000,-1,'14:30:25.700','20221201 14:30:21.624765406','20221201 14:30:21.624784226',1,129.780000,80,'','',0,0.000000,18820,712,3428071,-1
10142581#52407,128015.SZ,Oes000000000,-1,'14:30:25.710','20221201 14:30:21.629036478','20221201 14:30:21.629046066',1,129.797000,80,'','',0,0.000000,9588,724,3399453,-1
10142593#52415,128015.SZ,Oes000000000,-1,'14:30:28.300','20221201 14:30:24.221120278','20221201 14:30:24.221151365',1,129.800000,250,'','',0,0.000000,31087,579,3053178,-1
10142594#52416,128015.SZ,Oes000000000,-1,'14:30:28.300','20221201 14:30:24.221192732','20221201 14:30:24.221208814',1,129.800000,250,'','',0,0.000000,16082,591,3029755,-1
10142634#52436,128015.SZ,Oes000000000,-1,'14:30:32.640','20221201 14:30:28.559910667','20221201 14:30:28.559924299',1,129.870000,200,'20221201 14:30:28.563025897','20221201 14:30:28.563025897',200,129.870000,13632,617,3064729,-1
10142635#52437,128015.SZ,Oes000000000,-1,'14:30:32.720','20221201 14:30:28.647120305','20221201 14:30:28.647135827',1,129.869000,80,'20221201 14:30:28.649543137','20221201 14:30:28.649543137',80,129.869000,15522,689,2364799,-1
10142636#52438,128015.SZ,Oes000000000,-1,'14:30:32.730','20221201 14:30:28.650225699','20221201 14:30:28.650237602',1,129.872000,160,'20221201 14:30:28.653577735','20221201 14:30:28.653577735',160,129.872000,11903,588,3306132,-1
10142637#52439,128015.SZ,Oes000000000,-1,'14:30:32.730','20221201 14:30:28.654272557','20221201 14:30:28.654283333',1,129.886000,60,'20221201 14:30:28.656781185','20221201 14:30:28.656781185',60,129.886000,10776,583,2472048,-1
10142644#52445,128015.SZ,Oes000000000,-1,'14:30:33.110','20221201 14:30:29.034708857','20221201 14:30:29.034725656',1,129.805000,550,'20221201 14:30:29.037684735','20221201 14:30:29.037684735',550,129.805000,16799,639,2919496,-1
10142645#52446,128015.SZ,Oes000000000,-1,'14:30:33.120','20221201 14:30:29.038346248','20221201 14:30:29.038359695',1,129.805000,150,'20221201 14:30:29.040839685','20221201 14:30:29.040839685',150,129.805000,13447,675,2446215,-1
10142662#52455,128015.SZ,Oes000000000,-1,'14:30:34.870','20221201 14:30:30.794950281','20221201 14:30:30.794964739',0,129.728000,150,'20221201 14:30:30.800517799','20221201 14:30:30.800517799',150,129.728000,14458,688,3356707,-1
10142682#52467,128015.SZ,Oes000000000,-1,'14:30:38.530','20221201 14:30:34.452463461','20221201 14:30:34.452479878',1,129.990000,500,'','',0,0.000000,16417,556,2502624,-1
10142683#52468,128015.SZ,Oes000000000,-1,'14:30:38.530','20221201 14:30:34.452494070','20221201 14:30:34.452504594',1,129.990000,500,'','',0,0.000000,10524,593,2505048,-1
10142684#52469,128015.SZ,Oes000000000,-1,'14:30:38.530','20221201 14:30:34.452597152','20221201 14:30:34.452606887',1,129.990000,400,'','',0,0.000000,9735,584,2474316,-1
10142685#52470,128015.SZ,Oes000000000,-1,'14:30:38.530','20221201 14:30:34.452636644','20221201 14:30:34.452646592',1,129.990000,400,'','',0,0.000000,9948,528,2477211,-1
10142686#52471,128015.SZ,Oes000000000,-1,'14:30:38.530','20221201 14:30:34.452713185','20221201 14:30:34.452724178',1,129.999000,380,'','',0,0.000000,10993,563,2436563,-1
10142687#52472,128015.SZ,Oes000000000,-1,'14:30:38.530','20221201 14:30:34.455644816','20221201 14:30:34.455654709',1,130.000000,220,'20221201 14:30:34.458593824','20221201 14:30:34.458593824',220,130.000000,9893,466,2896301,-1
10142693#52473,123057.SZ,Oes000000000,-1,'14:30:38.690','20221201 14:30:34.612881673','20221201 14:30:34.612919809',0,236.626000,200,'','',0,0.000000,38136,994,3636077,-1
10142714#52484,128015.SZ,Oes000000000,-1,'14:30:42.800','20221201 14:30:38.721101668','20221201 14:30:38.721171202',0,129.980000,30,'','',0,0.000000,69534,623,3403969,-1
10142720#52488,128015.SZ,Oes000000000,-1,'14:30:45.650','20221201 14:30:41.566079756','20221201 14:30:41.566100894',0,130.104000,40,'','',0,0.000000,21138,684,3386383,-1
10142722#52489,128015.SZ,Oes000000000,-1,'14:30:45.750','20221201 14:30:41.673856183','20221201 14:30:41.673868535',0,130.084000,80,'20221201 14:30:41.920928657','20221201 14:30:41.920928657',20,130.084000,12352,505,3542555,-1
10142724#52490,128015.SZ,Oes000000000,-1,'14:30:46.000','20221201 14:30:41.925473570','20221201 14:30:41.925485578',0,130.088000,60,'20221201 14:30:41.928952876','20221201 14:30:41.928952876',60,130.090000,12008,510,3429499,-1
10142725#52491,128015.SZ,Oes000000000,-1,'14:30:46.000','20221201 14:30:41.925687361','20221201 14:30:41.925698969',0,130.104000,20,'20221201 14:30:41.930792363','20221201 14:30:41.930918466',20,130.104000,11608,678,3290643,-1
10142727#52492,123057.SZ,Oes000000000,-1,'14:30:46.210','20221201 14:30:42.134363891','20221201 14:30:42.134390196',0,236.620000,50,'','',0,0.000000,26305,810,4163547,-1
10142751#52504,128015.SZ,Oes000000000,-1,'14:30:50.030','20221201 14:30:45.950088184','20221201 14:30:45.950108489',0,130.085000,380,'','',0,0.000000,20305,525,3660108,-1
10142804#52532,128015.SZ,Oes000000000,-1,'14:31:05.120','20221201 14:31:01.041751264','20221201 14:31:01.041772758',0,129.778000,120,'20221201 14:31:01.045262527','20221201 14:31:01.045262527',120,129.778000,21494,6435,3453739,-1
10142805#52533,128015.SZ,Oes000000000,-1,'14:31:05.610','20221201 14:31:01.532685215','20221201 14:31:01.532699723',0,129.800000,30,'20221201 14:31:01.538626409','20221201 14:31:01.538626409',30,129.800000,14508,462,3574691,-1
10142811#52537,128015.SZ,Oes000000000,-1,'14:31:05.890','20221201 14:31:01.808412655','20221201 14:31:01.808433257',1,129.500000,1290,'','',0,0.000000,20602,627,2556498,-1
10142812#52538,128015.SZ,Oes000000000,-1,'14:31:05.890','20221201 14:31:01.808652779','20221201 14:31:01.808667042',1,129.500000,1140,'','',0,0.000000,14263,598,2449951,-1
10142835#52551,128015.SZ,Oes000000000,-1,'14:31:07.770','20221201 14:31:03.691795739','20221201 14:31:03.691807472',0,129.611000,10,'','',0,0.000000,11733,693,3240956,-1
10142837#52552,128015.SZ,Oes000000000,-1,'14:31:08.260','20221201 14:31:04.178169800','20221201 14:31:04.178182580',0,129.436000,10,'','',0,0.000000,12780,590,3383886,-1
10142838#52553,128015.SZ,Oes000000000,-1,'14:31:08.260','20221201 14:31:04.178182154','20221201 14:31:04.178200880',0,129.436000,10,'','',0,0.000000,18726,9469,3411923,-1
10142839#52554,128015.SZ,Oes000000000,-1,'14:31:08.260','20221201 14:31:04.178252860','20221201 14:31:04.178262050',0,129.436000,10,'','',0,0.000000,9190,723,3383272,-1
10142865#52568,128015.SZ,Oes000000000,-1,'14:31:15.040','20221201 14:31:10.952983649','20221201 14:31:10.952998707',0,129.092000,10,'','',0,0.000000,15058,693,3521614,-1
10142867#52569,123057.SZ,Oes000000000,-1,'14:31:15.530','20221201 14:31:11.447617577','20221201 14:31:11.447634928',0,236.400000,20,'','',0,0.000000,17351,488,3612023,-1
10142868#52570,123057.SZ,Oes000000000,-1,'14:31:15.530','20221201 14:31:11.449882366','20221201 14:31:11.449893998',0,236.400000,20,'','',0,0.000000,11632,595,3447290,-1
10142869#52571,123057.SZ,Oes000000000,-1,'14:31:15.530','20221201 14:31:11.450148385','20221201 14:31:11.450159070',0,236.400000,20,'','',0,0.000000,10685,682,3217049,-1
10142870#52572,123057.SZ,Oes000000000,-1,'14:31:15.530','20221201 14:31:11.451270051','20221201 14:31:11.451279856',0,236.400000,20,'','',0,0.000000,9805,650,3363115,-1
10142891#52583,128015.SZ,Oes000000000,-1,'14:31:17.810','20221201 14:31:13.723841782','20221201 14:31:13.723856106',0,128.700000,1070,'20221201 14:31:13.727230035','20221201 14:31:13.727439313',460,128.701957,14324,564,3347473,-1
10142892#52584,128015.SZ,Oes000000000,-1,'14:31:17.810','20221201 14:31:13.723873281','20221201 14:31:13.723883167',0,128.700000,890,'','',0,0.000000,9886,640,3414570,-1
10142893#52585,128015.SZ,Oes000000000,-1,'14:31:17.810','20221201 14:31:13.724358631','20221201 14:31:13.724368641',0,128.700000,410,'','',0,0.000000,10010,1001,3200479,-1
10142897#52586,128015.SZ,Oes000000000,-1,'14:31:17.880','20221201 14:31:13.800804444','20221201 14:31:13.800814951',0,128.650000,210,'20221201 14:31:13.804251882','20221201 14:31:13.804251882',210,128.650000,10507,640,3399601,-1
10142898#52587,128015.SZ,Oes000000000,-1,'14:31:17.890','20221201 14:31:13.803376453','20221201 14:31:13.803386120',0,128.650000,210,'','',0,0.000000,9667,493,3280986,-1
10142899#52588,128015.SZ,Oes000000000,-1,'14:31:18.110','20221201 14:31:14.025649603','20221201 14:31:14.025695922',0,128.600000,500,'20221201 14:31:14.029152826','20221201 14:31:14.048456177',500,128.600000,46319,662,3330988,-1
10142900#52589,128015.SZ,Oes000000000,-1,'14:31:18.110','20221201 14:31:14.025671491','20221201 14:31:14.025711790',0,128.600000,440,'20221201 14:31:14.048497880','20221201 14:31:14.048497880',440,128.600000,40299,30811,3529625,-1
10142901#52590,128015.SZ,Oes000000000,-1,'14:31:18.120','20221201 14:31:14.036917085','20221201 14:31:14.036928114',0,128.578000,150,'20221201 14:31:14.040338374','20221201 14:31:14.040338374',150,128.578000,11029,662,3362863,-1
10142909#52594,128015.SZ,Oes000000000,-1,'14:31:19.830','20221201 14:31:15.743503677','20221201 14:31:15.743532419',0,128.784000,250,'','',0,0.000000,28742,884,3428642,-1
10142910#52595,128015.SZ,Oes000000000,-1,'14:31:19.830','20221201 14:31:15.747541509','20221201 14:31:15.747557880',0,128.784000,170,'','',0,0.000000,16371,713,3291612,-1
10142923#52601,128015.SZ,Oes000000000,-1,'14:31:20.860','20221201 14:31:16.772462984','20221201 14:31:16.772486747',1,128.712000,160,'20221201 14:31:16.780583326','20221201 14:31:16.780583326',160,128.712000,23763,542,2785130,-1
10142924#52602,128015.SZ,Oes000000000,-1,'14:31:20.860','20221201 14:31:16.773313773','20221201 14:31:16.773326394',1,128.704000,50,'','',0,0.000000,12621,744,3308729,-1
10142927#52603,128015.SZ,Oes000000000,-1,'14:31:20.870','20221201 14:31:16.784729274','20221201 14:31:16.784742103',1,128.688000,50,'20221201 14:31:16.788122642','20221201 14:31:16.788122642',50,128.688000,12829,623,3252193,-1
10142928#52604,128015.SZ,Oes000000000,-1,'14:31:20.870','20221201 14:31:16.789224191','20221201 14:31:16.789236909',1,128.642000,100,'','',0,0.000000,12718,532,3034363,-1
10142939#52610,128015.SZ,Oes000000000,-1,'14:31:23.340','20221201 14:31:19.260749633','20221201 14:31:19.260764060',1,128.630000,860,'','',0,0.000000,14427,678,2455579,-1
10142940#52611,128015.SZ,Oes000000000,-1,'14:31:23.340','20221201 14:31:19.260801641','20221201 14:31:19.260811942',1,128.630000,450,'','',0,0.000000,10301,513,2453098,-1
10142941#52612,128015.SZ,Oes000000000,-1,'14:31:23.340','20221201 14:31:19.260905327','20221201 14:31:19.260914698',1,128.630000,270,'','',0,0.000000,9371,491,2384130,-1
10142959#52620,128015.SZ,Oes000000000,-1,'14:31:25.450','20221201 14:31:21.361040659','20221201 14:31:21.361063206',0,128.996000,130,'20221201 14:31:21.365115235','20221201 14:31:21.365115235',130,128.996000,22547,784,3386646,-1
10142960#52621,128015.SZ,Oes000000000,-1,'14:31:25.990','20221201 14:31:21.909637763','20221201 14:31:21.909652688',0,128.887000,200,'20221201 14:31:21.913142960','20221201 14:31:21.913179594',200,128.887000,14925,1644,3454845,-1
10142961#52622,128015.SZ,Oes000000000,-1,'14:31:26.000','20221201 14:31:21.913959083','20221201 14:31:21.913970004',0,128.887000,120,'20221201 14:31:21.920057238','20221201 14:31:21.920057238',120,128.887000,10921,512,3450146,-1
10142964#52624,128015.SZ,Oes000000000,-1,'14:31:27.400','20221201 14:31:23.311126618','20221201 14:31:23.311140725',1,128.796000,190,'','',0,0.000000,14107,482,2892155,-1
10142965#52625,128015.SZ,Oes000000000,-1,'14:31:27.400','20221201 14:31:23.311211166','20221201 14:31:23.311220969',1,128.796000,90,'','',0,0.000000,9803,579,2848903,-1
10142968#52626,128015.SZ,Oes000000000,-1,'14:31:27.820','20221201 14:31:23.738582504','20221201 14:31:23.738602687',0,128.893000,370,'','',0,0.000000,20183,652,3360666,-1
10142992#52639,128015.SZ,Oes000000000,-1,'14:31:30.100','20221201 14:31:26.012326880','20221201 14:31:26.012355001',0,129.100000,60,'','',0,0.000000,28121,856,3385222,-1
10143002#52644,128015.SZ,Oes000000000,-1,'14:31:30.140','20221201 14:31:26.061254747','20221201 14:31:26.061267667',0,129.101000,100,'20221201 14:31:26.065590624','20221201 14:31:26.065626525',100,129.101000,12920,540,3334064,-1
10143003#52645,128015.SZ,Oes000000000,-1,'14:31:30.140','20221201 14:31:26.061374514','20221201 14:31:26.061385136',0,129.087000,270,'20221201 14:31:26.064759298','20221201 14:31:26.065553839',270,129.087000,10622,689,3328358,-1
10143004#52646,128015.SZ,Oes000000000,-1,'14:31:30.160','20221201 14:31:26.079469039','20221201 14:31:26.079482407',1,129.144000,90,'20221201 14:31:26.088596419','20221201 14:31:26.088596419',40,129.144000,13368,651,3264305,-1
10143005#52647,128015.SZ,Oes000000000,-1,'14:31:30.160','20221201 14:31:26.081237030','20221201 14:31:26.081246191',1,129.144000,50,'','',0,0.000000,9161,548,2362521,-1
10143010#52649,128015.SZ,Oes000000000,-1,'14:31:30.280','20221201 14:31:26.192721290','20221201 14:31:26.192748542',0,129.136000,40,'20221201 14:31:26.196519889','20221201 14:31:26.196519889',40,129.136000,27252,3829,3737850,-1
10143011#52650,128015.SZ,Oes000000000,-1,'14:31:32.520','20221201 14:31:28.430919140','20221201 14:31:28.430934510',1,129.105000,60,'20221201 14:31:28.435942110','20221201 14:31:28.435942110',60,129.105000,15370,1468,3549536,-1
10143012#52651,128015.SZ,Oes000000000,-1,'14:31:32.520','20221201 14:31:28.431130193','20221201 14:31:28.431139665',1,129.105000,60,'20221201 14:31:28.436029017','20221201 14:31:28.436029017',60,129.105000,9472,520,3378815,-1
10143045#52669,128015.SZ,Oes000000000,-1,'14:31:37.300','20221201 14:31:33.214412830','20221201 14:31:33.214433593',0,129.100000,30,'20221201 14:31:33.217936448','20221201 14:31:33.217936448',30,129.112000,20763,637,3466161,-1
